tourist_destination,review_post
BenCab Museum,Awesome Art Gallery.
BenCab Museum,"Its really great seeing cultural arts here at this museum, Tourist should go visit cordilleran arts"
BenCab Museum,"An experience you shouldn't miss. Whether you are an art lover or not, you will still find pleasure visiting the place."
BenCab Museum,Amazing artworks! They have a nice garden with a cafe too! :)
BenCab Museum,"I was amazed of what i see,not expecting the unusual displays of different art work,have place to dine in too."
BenCab Museum,Great arts and landscape... quite far and a bit pricey - but sunset will be worth it!
BenCab Museum,Love the artwork. Plus the view is really worth the visit in Baguio.
BenCab Museum,An interesting place to visit when you're in Baguio. A lot of nice are and there's good food available at the cafe
BenCab Museum,👍
BenCab Museum,Very educational and great way to learn arts. Plus they have a great Café!
BenCab Museum,ITS GOOD BUT OFFENSIVE!
BenCab Museum,Great place to visit because of the art youll see. The place you can trek and the food you can eat.
BenCab Museum,Amazing art. A wonderful experience. I Highly recommend visiting!
BenCab Museum,"It was a little far from th city, but visiting this art museum was one of the highlights of our trip."
BenCab Museum,The artwork displayed are awesome..AND it comes with a RIGHT PRICE:)) MID to HIGH
BenCab Museum,Awesome work of art. Tasty food at Cafe Isabel. Must try.
BenCab Museum,"If you're an art fanatic, this place is for you. Lots of paintings an amazing work of arts."
BenCab Museum,The building is maintained clean.
BenCab Museum,❤️
BenCab Museum,Really nice museum for the arts. Met bencab himself when i got there.
BenCab Museum,"A relatively small, well-curated museum in the mountains. This is a little hard to get to, but it'll be worth your time!"
BenCab Museum,It was just not i was expecting like a eco trail or so what and not that accesible if you want to ride a cab..
BenCab Museum,go now..
BenCab Museum,It's a Must See when in Baguio.
BenCab Museum,A bit far but worth visiting…
BenCab Museum,"I love all the artworks, its amazing.I also like the great view."
BenCab Museum,great art gallery
BenCab Museum,Good food and great creative experience inside the walls and floors of this museum
BenCab Museum,"If you are an art lover, this is one of Baguio's best museum to visit."
BenCab Museum,A great place for great art!
BenCab Museum,Wide collection of art pices. Not suitable for the elderly. Five floors No elevator for the elderly
BenCab Museum,Great art and good view
BenCab Museum,You hear his name but seeing his works in person just makes you appreciate how good he is 👍😊❤
BenCab Museum,Great artworks!
BenCab Museum,Great place...the fog slightly obscured the beauty of the exterior scenery though.
BenCab Museum,I love the view! It's an IG perfect place. Great work of arts!
BenCab Museum,We always come here each year that we visit. You must try their Bulalo!
BenCab Museum,Hope the management would consider a lower entrance fee. P150.00/head is their fee✌😁
BenCab Museum,"nice and pleasant, beautiful vistas and a large variety of paintings and sculptures"
BenCab Museum,Many interesting art and cultural collections to look for.
BenCab Museum,Highly recommended! …More
BenCab Museum,Nice artwork
BenCab Museum,Worth the long drive. An excellent and beautiful museum with diverse collection from national artist Ben Cabrera.
BenCab Museum,"If you are interested in paintings and nature in one, Bencab is a perfect place for you!"
BenCab Museum,Bold and revealing art pieces.  I love the concept.  It is a breath of fresh air for art lovers like me.
BenCab Museum,"Something different to see in Baguio. Paintings, garden w koi pond and nice mountain view"
BenCab Museum,"Tricky to find but more than worth the effort. An oasis of calm, beauty and interest just outside Baguio."
BenCab Museum,A bit of a drive from the heart of Baguio City but well worth it for those who appreciate art.
BenCab Museum,nice place to visit when you are in baguio. a little different from the ordinary. will take you around 20 to 30 minutes from baguio.
BenCab Museum,"Awesome place, only gripe that I have is that the whole Baguio City is so polluted and the air tastes bitter."
BenCab Museum,"Love the place and their coffee, too."
BenCab Museum,Used to be a nice hip museum with a good resto bar. Now it's just crowded.
BenCab Museum,Impressive collection of art. They also have an excellent coffee shop.
BenCab Museum,Superb artworks.
BenCab Museum,Best if you have all the time in the world to view and appreciate work of art of Pinoys
BenCab Museum,".that was my first time to go to a museum, .im so happy that ive learned a lot about the background of the region. ."
BenCab Museum,Great place to go and appreciate the works of one of the Philippines' National artists.
BenCab Museum,Nice place for our national artist
BenCab Museum,Good place to visit if you are in Baguio. It also has a cafe that serves good food.
BenCab Museum,They have nice paintings and you will learn more
BenCab Museum,Its a great place to spend some time if your in baguio thres even a cafe that serves good food
BenCab Museum,"The perfect place for art appreciation. Even if you are not an art fan, you' fall inlove with tge place."
BenCab Museum,So happy to be in this place.  It has plenty of pieces of art work for every one.
BenCab Museum,You want more time to visit all the rooms. Nice coffee shop.
BenCab Museum,Very modern and slick. Houses both contemporary and indigenous arts.
BenCab Museum,"Kids are considered regular rate, discounted only when you presented a Goverment ID."
BenCab Museum,Spacious gallery of various sculptures. We had fun taking pictures.
BenCab Museum,Let's appreciate our very own talented world renowned Filipino artists.
BenCab Museum,The staffs are rude and they do not acknowledge my student discount even tho I presented a valid school ID.
BenCab Museum,Plan to go on a nice weather so you may also enjoy the garden outside.
BenCab Museum,If you are into arts and fond of the Cordilleran ethnicity.  You will love it here!
BenCab Museum,A great palate cleanser for the sadly artificial experiences that familiar (and highly commercialised) Baguio has come to be offering.
BenCab Museum,"If you are an art lover then please, indulge. Otherwise, offer the place to those who are willing to learn what's offered."
Heritage Hill and Nature Park Garden,"This place is a aesthetically pleasing for people who have brave hearts. Well, I mean, you know the history. The air near the hotel is somewhat heavy for me and my other friends. But the place as I said is beautiful.I just hope their souls rest in peace and don't mind the visitors🙃🙂🤞"
Heritage Hill and Nature Park Garden,"Last time I went here was October 2019, where you can still go inside the building and climb up to the roof top. As you go inside, you’ll get that eerie feeling. There’s a fountain in the middle part where it feels so classic and vintage.Now, It’s 2022 and I went back with my partner. Tourists are no longer allowed to go inside due to the falling debris inside the building and for safety measures. You can still take pictures outside and within the premises. They now have an entrance fee of Php10.00 per head. They are only open up until 5pmFollow to catch up with me and my reviews! ✈️"
Heritage Hill and Nature Park Garden,"The place was a bit crowded when we went in last March 20, 2022. Probably because it's the weekend and the restrictions were lifted. The place kinda gives you a creep but we find it amusing and amazing at the same time. The view is very calming as well and it's nice to take picture almost everywhere. Too bad we cannot go inside anymore not the same as 3 or 4 years ago. Overall we'd love to go back here when it's not that crowded anymore."
Heritage Hill and Nature Park Garden,"Simple and looks like it's ravaged by war kind of ambiance from the movies. Quick visit. Really old style preserved and only the façade is allowed for pics, can't get in due to renovation. There's entrance of 10 pesos for this outdoor pic. There's a garden nearby to unwind after if you like pine trees.This spot also has snack sellers, a place where you can take a break indeed.If you like old and dated, this is someplace to consider passing-by. Only, it's tough to get a solo pic at lunch time with lots of passers, so come early."
Heritage Hill and Nature Park Garden,"Wanna get spooked?Heritage Hill and Nature Park Garden is the new name, Dominican Hill Retreat House as referred to before, to me it is Diplomat Hotel. Diplomat Hotel as it is called in the many TV shows that featured this edifice will scare you for the many elements that live in it.Did we get the vibe? Make a guess.We went here on a rainy afternoon. The rain beat us badly, we got wet. Thanks to the umbrellas that we have, it didn't soak us.Approaching the place made me think twice. I am skittish, jumpy, high-strung, even neurotic sometimes despite having so many horror books I have in my room or no matter how many hundreds of thriller-horror movies I already have watched and ghostly experiences I dealt with years back. So, I almost backed out but I did not. Thanks to my friends who laughed at me.We arrived a little past 5 pm. We paid for the entrance fee and waited patiently for our turn to have our picture taken in every part outside the hotel. Yes, outside the hotel. It is in renovation these days that we can only have a glimpse of this famous structure from the outside.Should I be thankful for that? Well, I guess not very because my heart secretly wanted to get in.Anyway, we meandered in the place for the remaining daylight there is and took photos of whatever we can. We went through a path in the garden and posed many many times for the camera for a souvenir that we braved the Diplomat Hotel. Hey, we loved the pictures by the garden. Braved if you can call it that way. Hey, we loved the pictures taken by the garden. It looked like from a fairy tale land.As for the spooks? Sorry, we didn't experience such. We're outside the building.We'll just go back sometime in the future to get this vibe."
Heritage Hill and Nature Park Garden,It’s been a decade before i went back here. More clean and many people becoming more interested in the place. But they don’t allow people enter the building maybe for safety purposes. I still amazed and grateful to be back    
Heritage Hill and Nature Park Garden,"Hunted mansion but still very unique. Paid entrance fee of Php10.00. At first glance of the mansion, it looked scary.  It’s abandoned mansion with some horrifying stories. It has garden at the back and with a nice view of the community and there is another garden with paved walked way adjacent to the front of the mansion is a garden."
Heritage Hill and Nature Park Garden,Quiet place for prayer but they were cutting trees when we visited. First time buying their Angel Cookies. Sweet but I liked them.There's a small place for candle lighting.
Heritage Hill and Nature Park Garden,"We visited  this place, yet they restricted  you to enter the main hotel due after the earthquake  because  the building  is quite old , and for the safety for all..Entrace fee is 10 pesos for adult and 5 for kids.Operated  by the lgu so quite reasonableOld building full of history.😃 👧 my pay, my say  😊"
Heritage Hill and Nature Park Garden,"It was sooo foggy when we got there around 4pm, feeling you are really in a hunted place 😱. Tourist are no longer allowed inside the building because of the falling debris, but you can take pictures outside of the eerie old building. It was constructed in 1913. You have to pay P10. entrance fee per head and closes at 5pm. You can take your best OOTD as the outside building facade is soo vintage and very beautiful but just be aware there might be a ghost or white lady behind you 🤪😂✌️👉 PS: You may watch, like, comment and SUBSCRIBE to my YouTube channel 😘"" Arlene Aces """
Heritage Hill and Nature Park Garden,"The small garden at the left side of the Old Diplomat Hotel is worth checking, especially when it's dark. When we went there, the park was serene and no one was there but us. Great place to just sit down ang talk.When we went there Dec 2021, the Old Diplomat Hotel was closed because there were falling pieces of rocks from the wall and ceiling due to a previous typhoon. I hope they renovate and fortify it. The graffiti inside though was a bad choice for me. It took away the historical significance of the building."
Heritage Hill and Nature Park Garden,We love the plants around the vicinity. The building was closed when we visited and it was raining but still we enjoyed visiting and taking pictures around.10 pesos lang ang entrance fee and 5 pesos for children …More
Heritage Hill and Nature Park Garden,"Historic places really has this chilling and thrilling experience in them. Will recommend this tourist spot, it's cheap, not very crowded, and very enjoyable at night …More"
Heritage Hill and Nature Park Garden,"A clean and quiet place, but you cannot enter the building due to the falling debris. Theres a small park where you can sit and relax. You cannot buy food and refreshments here."
Heritage Hill and Nature Park Garden,This was the old Diplomat Hotel. It does not look scary when I went there coz there were a lot of people visited the are during the weekend. So.i.advised you to go during weekdays instead to avoid traffic. I think they are starting to renovate the place. It is close. You can't go inside the building.
Heritage Hill and Nature Park Garden,We wanted to go inside but the guard says that anyone was not allowed because some of the stones are falling down and might cause an injury when we got hit by it... it was quite creepy inside
Heritage Hill and Nature Park Garden,"The Dominican Hill Retreat House, also commonly known as the Diplomat Hotel, is an abandoned structure atop Dominican Hill, Baguio, Philippines. It is now undergoing rehabilitation through the efforts of the city government. The whole property on which it stands has been renamed as the Dominican Heritage Hill and Nature Park. A panoramic view of the city unfolds from its vantage point, the stone crucifix on the outdoor patio of the hotel's second floor."
Heritage Hill and Nature Park Garden,"Went with my friend and we were both scared. 😂 we decided to have a walk around since it’s not allowed to enter the building, we went there at 6pm so it was really dark and it was raining. The parking is 10 pesos and the entrance is 10 pesos too. What a great experience. …More"
Heritage Hill and Nature Park Garden,WARNING: Hindi na pwede pumasok pero may entrance fee and parking fee pa rin. Budol. Waste of time. Do not go here. There is nothing to see but you will still pay. PLACE IS CLOSED. …More
Heritage Hill and Nature Park Garden,Nice place but could not enter at the moment bec of falling debris from a recent earthquake.View from outside still great
Heritage Hill and Nature Park Garden,"Nothing much to see really. The last time we went here in 2014 we were able to enter the Diplomat Hotel, now it's just a walk around the area. …More"
Heritage Hill and Nature Park Garden,Best time to visit around 4pm till closing time for you to feel the haunted vibes of the place. Happy Hunting Peeps! 😱😱😱
Heritage Hill and Nature Park Garden,"I studied at Saint Louis University but didn't go to this place until my daughter told me about it. Located on top of DOMINICAN HILL, this historical place is a Monastery during Japanese invavsion. Also beside it is a big TABLET of the TEN COMMANDMENTS where it earned the Guinness Book of Records. …More"
Heritage Hill and Nature Park Garden,"Cold and nice scenery. 5:30 the guards alarmed us that the place will be close at exactly 6pm. There's an entrance fee of 25 pesos last February 2020, but last November 2019 no one asked us for the entrance fee. Maybe it is seasonal."
Heritage Hill and Nature Park Garden,"it's an abundant building which is too old to live, but still with very nice out view."
Heritage Hill and Nature Park Garden,Beautiful building. It didn't feel creepy at all in contrast to what the mainstream media is telling. Sadly you can only go and visit around the structure but not inside due to the damaged it incured. …More
Heritage Hill and Nature Park Garden,This place is really aesthetic ❤️❤️    
Heritage Hill and Nature Park Garden,"Old Diplomat Hotel, Baguio City 👀• Visitors are not allowed inside. But you may take your photo-ops outside. 🙂• Open Mondays to Sundays, 6:00am to 6:00pmAdmission:• General Admission: ₱25.00Transportation Access:• Jeep: Ride a jeepney with the Dominican-Mirador route. The terminal is at Kayang Street in Baguio Public Market."
Heritage Hill and Nature Park Garden,Tourist attraction but you can't go inside anymore. The building is considered too old and fragile.
Heritage Hill and Nature Park Garden,Been here for many times. But still love to visit this place. Kinda scary and feels like a horror house to me. 👻
Heritage Hill and Nature Park Garden,"Still under renovation when we visited. Area is very clean, you'll enjoy a nature stroll without minding the eerie feeling of the place even when you know the history behind it …More"
Heritage Hill and Nature Park Garden,Nice place but it's no longer allowed to go inside.
Heritage Hill and Nature Park Garden,"The haunted diplomat hotel!! the way it built n left abandoned, with the eerie looks of fog  surrounding the place n chilling weather will give you a feeling of living in a horror thriller movie scene-for a while, better if you read a bit of history on how japanese invaded it in WW2, n all related stories surrounding it before visiting..I heard diplomat hotel was later burnt n so many died from a folk here,but couldn't find it in google  share if u know...ps.Don't wryy you can still sleep well at Night🤭🤗"
Heritage Hill and Nature Park Garden,"Not for the faint of heart, the history behind it is quite sad so it would be nice to drop by and pay respects."
Heritage Hill and Nature Park Garden,"You can't go inside the building, nice scenery and a haunted ambiance."
Heritage Hill and Nature Park Garden,This eerie abandoned building with a dark history is said to be one of the most haunted places in the Philippines.One of the best attractions in Baguio City!
Heritage Hill and Nature Park Garden,"Not worth the hype, at least not at the time of day and when I went. It was very crowded and the building was temporarily closed to walk around inside and get a more creepy feel for this haunted building.We managed to get several nice pictures outside and around the building, and you can have a glance inside some of the opened windows. Maybe a night time experience with a small crowd will make for a better experience, otherwise it was fairly lacking for the 20 minutes or so we spent there."
Heritage Hill and Nature Park Garden,"A very historic and quiet place. Been here twice already. It feels creepy and eerie everytime I go inside as the voices of other visitors slowly fades. However, this place is great for photo ops."
Heritage Hill and Nature Park Garden,I love the views from the rooftop… It’s scanty because of the pandemic.. quite lonely but it’s a beautiful place for views and pictures. Entrance is php10 for adult and php5 for kids
Heritage Hill and Nature Park Garden,"This was once a beautiful property. I have had the honors to work here in the 70’s and was then, the most gorgeous grounds establishment you’ve ever laid your eyes on. The attention to details, from the entrance all the way to the back, was class act!!! It’s sad to see this place deteriorate. I wish someone would bring it back to its old glory."
Heritage Hill and Nature Park Garden,Creepy! Cold air coming from inside the place whilst the sun is shining outside. …More
Heritage Hill and Nature Park Garden,"The place is cold. If you like historical places, this is for you."
Heritage Hill and Nature Park Garden,Great place to have bonding with your family and friends.
Heritage Hill and Nature Park Garden,"I visited the place way back in 2017. The place was kinda normal to me, maybe it was because there were lots of people that time. The view was nice, though. I enjoyed my time while we were at the rooftop. I hope they could guard the place better to maintain the beauty of the place, because if I remember clearly, there's vandalism on some parts of the place."
Heritage Hill and Nature Park Garden,"A very nice place to go strolling and breath fresh air since the place is also surrounded by nature. Sometimes there are art exhibits held inside the hotel. It is quite creepy when there are only few visitors. But if there are a lot of people, the place gets very noisy. Go to the roofdeck to get a nice view of the city, and if you're lucky, and the weather is great, you will also see Mount St. Tomas and Mt. Cabuyao."
Heritage Hill and Nature Park Garden,Nice hidden gem in Baguio. It's a breath of fresh air so to speak. Something to go to other than the usual go to places of Baguio
Heritage Hill and Nature Park Garden,"Location: 🌟🌟🌟 Quite far from the city and the jeepney will only take you halfway. I suggest you take a taxi or bring a private car. Going out is also a problem because it's a secluded place and not many taxis will go up unless they are taking a passenger there. We had to walk for a bit in order to secure a taxi that will take us back to the city.Place: 🌟🌟🌟🌟🌟 I mean it's a known ghosty area so expect eerie vibes from it haha. Quite cold on the downstairs area, but when we got to the rooftop, it was kind of humid. I didn't know why, considering the whole place was so foggy.I will definitely recommend this for those who are into these kinds of things. But be careful though, you might disturb those who are permanent residents there."
Heritage Hill and Nature Park Garden,"A must-visit place when you're in Baguio, as it has unparalleled views of the city especially during sunset. Just be careful when taking photos as you may end up capturing some eerie images. 🤫"
Heritage Hill and Nature Park Garden,"It is pretty but since we got to go there in morning, it is not that creepy. We had fun strolling here and I love every corner of it. The only thing that I didn't see was the restroom because there's a lot of people that time."
Heritage Hill and Nature Park Garden,"When you like to have some goose bumps is  Baguio City, this is the place to go,  They say ghosts live here. But I didn't feel anything at all. It was just an old abandoned building overlooking the city. For me it's  a place to relax and feel the coldness of the place. There's a parking space and an entrance fee collected by the city government ."
Heritage Hill and Nature Park Garden,Great for walking and those who want to see historic ruins and garden.
Heritage Hill and Nature Park Garden,"Indeed, history with deep roots is difficult to eradicate. …More"
Heritage Hill and Nature Park Garden,"You cannot enter the hotel itself because of safety issues I guess, now its only famous because of the horror stories.But nonetheless you can just take pictures outside.If you're going to visit this when you're in Baguio. Make it least in your priorities. Nothing much to do here"
Heritage Hill and Nature Park Garden,I rated 5! I'm curious about knowing the unknown. It can be scary but I didn't see anything. 🤣 Maybe because it's morning and there's a lot of people visiting this place at that time. A structural heritage and best place for knowing the history behind what happened to the people who firstly live here. Hope the locals and government preserve the place for the next generation.
Heritage Hill and Nature Park Garden,Spooky as they might say but very much visited …More
Heritage Hill and Nature Park Garden,Love the scary stories of this old abandoned building!✔️ - Parking Area❌ - Comfort Room😛😛😛😛😛 - Enjoyable⭐⭐⭐⭐⭐ - Historical (w/goosebumps)           - Ambience ( scary )
Heritage Hill and Nature Park Garden,"(Visited last Nov 15, 2022) 10pesos entrance fee per head, only to find out that you can't enter the building.Not worth it to travel and visit until they open it onced again. Visited this place last 2019 with the same entrance fee, but we got to explore the whole area and loaf around the roof deck.Commuter Tip: You can visit this area via Taxi, but when you're ready to leave, you'll have to wait at the gate entrance for another taxi or try GrabTaxi (with an extra booking fee on top of meter fare)."
Heritage Hill and Nature Park Garden,"You only get to walk around the house, the garden and the long walkway area. It is nice but can be done quickly. We did some photo ops and that was it. …More"
Heritage Hill and Nature Park Garden,Nice place to discover... Eerie for some but I find the place great for seeing Baguio in a much better viewpoint.Quite difficult to go to for some dye to steep roads but it's a great ride :)
Heritage Hill and Nature Park Garden,Still a great tourist spot! Diplomat Hotel …More
Heritage Hill and Nature Park Garden,"Old Diplomat a.k.a ""The Silent Hill"" looks like, especially when the place is foggy.. Perfect for pictorial activities.. Oh by the way, it has also a stunning view of some part in baguio city when you go through to the roof top.. #BoyBagito"
Heritage Hill and Nature Park Garden,"This place is more of a historical structure for me, not that creepy and haunted hotel some people were saying. You can see rooms where guests used to accommodate, fountains (not working and surprisingly, working) and souvenir shop. Above. You can see the lovely view of Baguio. I wish they could bring this building back to life."
Heritage Hill and Nature Park Garden,Come and visit this place if you need to relax your self from stressful work. I assured you that you can get what you want!!! What are you waiting for? Hurry up!!!
Heritage Hill and Nature Park Garden,Somehow gives me creeps. Doors and windows are almost barricaded. An eerie feeling is what you get when looking into its windows. …More
Heritage Hill and Nature Park Garden,It's an old historical delapidated building. That's it. The drive going there adds a little bit of a thrill.
Heritage Hill and Nature Park Garden,Wasn't able to go inside as it's not allowed when we went there. They blocked the entry way. It was creepy. There were a lot of people. Even so a couple doing prenup.
Heritage Hill and Nature Park Garden,This is our #1 priority attraction from Baguio. The view is good!  Can give you panorama view of Baguio and it was less creepy unlike those documentary videos you've watch. It was worth it.  Very very worth it to visit.  👌👌👌👌
Heritage Hill and Nature Park Garden,When we went here It’s close to public for a bit of rehabilitation. I hope the next time we came here we can explore the inside. You can take photo’s outside tho while it’s close to public
Heritage Hill and Nature Park Garden,Good to drop by and learn its history. The cold and fog certainly adds extra spooky points.Ample parking.Property is now government-owned so both police and military serve as guards.
Heritage Hill and Nature Park Garden,"We really had a good time when we went to Diplomat Hotel. It is a heritage site to behold. The architectural design of the place is fantastic even if you can onlg see the ruins. When you walk along the corridors, it is like you are walking back to time. My first thought was that we are gonna have goosebumps but when we went there, we did not feel anything extraordinary but we felt so amazed. It is open to the public at 6 am until 6 pm. You can bring snacks with you (but you should know how to put your trash on the proper garbage bins). If you wanted to eat, there is also the Hive just beside the old hotel."
Heritage Hill and Nature Park Garden,Nice to explore. Not scary as I thought. With the right shot  many corners are insta-worthy.
Heritage Hill and Nature Park Garden,"Nice place..but when we went here, the building was temporary close. Will be back here again."
Heritage Hill and Nature Park Garden,"Although we did not have the opportunity to go inside, we were able to enjoy ourselves outside. This is how you appreciate what you have in life, and we are all grateful for it."
Heritage Hill and Nature Park Garden,"They say its a creepy place since lots of people lost their lives there. For me, it's merely connecting to our past. While going around the place I keep thinking of how the early generations lived and lost their lives there. Thumbs up to their local government for preserving this ruins in order for the new generations to have a glimpse of the past. 👍👍👍"
Heritage Hill and Nature Park Garden,"I love Baguio,so cool to be there,and the cold breeze of air and foggy weather is awesome,😍Heritage hill and nature are also great for relaxing and peace of mind."
Heritage Hill and Nature Park Garden,This place is really historical imagining the history behind this hotel where it served as a refuge during World War 2. It's amazing how the walls are still standing and withheld the test of time. The place is at the very end of Dominican hill in Baguio. There are many tourists coming in so no need to be afraid
Heritage Hill and Nature Park Garden,We only have an access outside the site but still we enjoy the place ans the view.
Heritage Hill and Nature Park Garden,"Not all taxi driver know the area, closed this time ( not allow to roam on building) but accept entrance fee at gate, only outside of building"
Heritage Hill and Nature Park Garden,It's a nice historical place but it needs restoration
Heritage Hill and Nature Park Garden,"Hard to go, not so scary or non-haunted place. Full of jejemon(fake hypebeast) or high school kids and weird christmas decorations. I really don't appreciate this place. This place doesn't look like haunted building. I just wasted my time there. I really don't recommend this place. 1 star for the view that you can find everywhere in baguio."
Heritage Hill and Nature Park Garden,"We went here during the day and it was a nice place to stroll around. The thing that made it less eerie was all the junk that were lying on the floor like paroles, signages, and other junk. I wish they kept the place as natural asit was."
Heritage Hill and Nature Park Garden,"I've been here twice when I was just in high school. Theirs a lot of improvements in this hotel and also the name was recently change. The garden beside the building is quite a fantasy. It has a variety of plants and colorful flowers. The place was improving its like they are actually reviving the Hotel. Some pictures of the Hotel was hang on the wall so other people can read the history of this place. And my instincts tell me there is a big tunnel under the Hotel. I still believe that this hotel still holds the secrets of the history of the past. Because from what I know this Hotel was a home from a wealthy family up until it became a church then a hospital and becoming a hotel later on. Being a tourist in this place, you'll expect that something weird you'll see or hear scary noise. And some other cases you might smell some nasty stuff. And that means you might be experiencing a paranormal activity. I'll visit again soon to check on this matter."
Heritage Hill and Nature Park Garden,"This is in Baguio, a city where I grew up. This place is part of my childhood. Located amidst trees and top of a hill, this used to be a church then a hotel. Spooky they say it is now a prayer mountain and a tourist spot. Today you still get the eerie when visiting the place. Old stories about being a haunted place still echoes in the city. Good for pictorials too."
Heritage Hill and Nature Park Garden,"Visiting the Diplomat Hotel was on the top of our list and we won't miss it for anything, mainly because of the history of the Hotel and grounds, the death and chaos that surrounds the hotel during the war. Getting in and out of the hotel is not a problem if you have access to the internet and could book a Grab taxi, its quite secluded and no taxis will passed by the hotel, you might need to walk downhill before getting a ride back to the city. We went around the hotel and took some photos first, with the creepy windows and garden, I really enjoyed onld houses and architectural design such as this one. We went at the roof top and waited for quite some time, hoping to catch the sunset but before the sun gone down the guard already asked everyone to leave the hotel, we were the last one to leave the rooftop and when we reached the second level going to the ground the door is already locked and we are trapped, starting to panic since its getting really dark and we are the only ones inside we tried to catch the attention of some visitors that are still outside and the called the guard and finally we got out. We stayed for a while and chat with the guard while waiting for our grab taxi, the guard is really nice and he was  telling us a lot of stories about the place, and they actually dont stay at the hotel, and the reason why they close early is probably because of the huntings. They stayed at the guardhouse by the gate which is very far from the actual hotel and they still hear noises comming from the hotel and still sometimes hear knocking at their guardhouse door. We wanted to stay until night time but it isnt allowed, but he told us that we could stay for the night if we get a permit, some were actually staying for the night and camp at the rooftop with a permit, I dont know how or where to get a permit. There is a toilet and washroom outside the hotel, there is also a spacious parking space."
Heritage Hill and Nature Park Garden,"This was part of my Baguio trip itinerary. They said that this old Diplomat Hotel is considered one of the most haunted places here in the country, to really check if it is true I went there to see it for myself. The ruins of this hotel is now a heritage and nature park, you can see pictures of people who once suffered the harsh punishments during the war, prisoners of war being housed in that place. It was a place of suffering. The place was not maintained well, there was water on the ground floor, it was dripping from the upper level. Some of the stairs are not passable (due to the weak foundation) I hope that they will still maintain the place. It was a very sad and eerie place for me, the remnant of the old world, still standing amidst it's dilapidated state. You can visit the place and see the view on the upper floor (fourth level)... Since I am not from Baguio, ( I am residing in Mindanao) I rented a taxi for 2,000php for six hours, it brought me to different Baguio iconic places, and this Diplomat Hotel is part of that list."
Heritage Hill and Nature Park Garden,"I am a local and I must say that this place still gives me the creeps whenever I go here. Too bad that on my most recent visit, it was too crowded already. Maybe because of the influx of tourist going to Baguio.Nonetheless, if you are looking for a picture perfect memory here in Baguio, Diplomat Hotel is a must visit.Follow me on Instagram:@LimitlessFirstpectiveFacebook Page:LimitlessFirstpectiveYT: Joey Nacario Vlogs"
Heritage Hill and Nature Park Garden,"Nothing scary. Must visit place in Baguio to satisfy your curiousity ☺️ Still, the building is old already so one must take extra precaution when shooting photos ."
Heritage Hill and Nature Park Garden,Nice place to visit... its historical place..Before its a dominican rest and retreat house then for the refugee and turn to a hotel.. now its historical place you should visit. Open 6am-6pm. Its not that scary place.. more like historical site
Heritage Hill and Nature Park Garden,I can't believe I get to take a photo of the place myself. I used to look at the photos from the internet but now I have taken shots of this famous place by myself and I loved it! It's creepy knowing it's history but I loved it!
Heritage Hill and Nature Park Garden,"Highly recommended for history lovers. This place is creepy. Instagram worthy 😁. The place is secured because it has security roaming around. Not recommended for kids. There are available tables and chairs at the ground floor, you can use it if you bring food with you. Just make sure not to leave trash after. Ghost might get mad."
Heritage Hill and Nature Park Garden,A beautiful historical building with a horror or scary vibe - sadly can't enter anymore due to some circumstances. People come here to make the church as tiktok backgrounds so maybe you tiktokers can hit the ney ney here and whip it real good. View of the mountain was 👌 …More
Heritage Hill and Nature Park Garden,"It was nice, the creepy feels are still there. Too bas we were not able to see the art galleries. No idea why most of the displays are gone"
Heritage Hill and Nature Park Garden,Revisited the hotel during the pandemic and it hits different with no tourists bustling along with you. The air is colder and it's like someone's always looking from your back. Haha.
Heritage Hill and Nature Park Garden,You’re no longer allowed in the building anymore. So it’s pointless to go there. So pointless. …More
Heritage Hill and Nature Park Garden,Diplomat hotel one of recommended place to visit in baguio  but at this time you are not allowed to visit inside the building but still hoping to visit after restoration. The largest Ten Commandments is found here it is proven by guinness world record on 2011
Heritage Hill and Nature Park Garden,"It's a haunted hotel they say. It looks like an abandoned place, you can see from its interiors. Some parts are undergoing renovation already. No entrance fee for this place."
Heritage Hill and Nature Park Garden,Basically an old burned up building. Went there at about 4pm and it closes at 5pm lol. It looked nice but you not gonna be the only one there.
Heritage Hill and Nature Park Garden,Great scenery in taking photos to remember.  💚❤💜
Heritage Hill and Nature Park Garden,This building should retain its history but not sure what happened why it looked like it became an art exhibit. I do love art but it should be in a proper place. The place has been known for his haunting stories and it would have retain its appeal if not because of the paintings. It looked like it was vandalised but on a good way.
Heritage Hill and Nature Park Garden,"It is not about the ghost, Old Diplomat Hotel is about our rich history and looking back about the suffering happened in the past. It was all written in our history. We may not have  contribution in the past, but remembering the souls of those unknown can help them to live at peace in the next life. Let's value the life offered here."
Heritage Hill and Nature Park Garden,"The Old Diplomat Hotel and used to be a Dominican Seminary. Rich with history and ghost stories. They have renovated the place already and now it looks livelier. The top of the building is good for 360° view of Baguio. Just don't forget to make ""pagpag"" after visiting this place. Lol"
Heritage Hill and Nature Park Garden,This is a cool historical place. It's a bit creepy but if you're like me who's a bit excited about the creepiness of such a place this will be a good one. Not just the creepiness who will just attract you to visit the place but also the history behind it. And if you will have the chance to go upstairs it will give you an awesome view of Baguio City.
Heritage Hill and Nature Park Garden,"We went here to take some photos around 5pm, and this place is creepy. When you enter the main door a few steps you would feel that someone is watching you. There is only one main light inside. Recommended for ghost hunting activity and guys if you want a to have a scary experience I recommend that you visit this place. This place is open from 6AM to 6PM."
